product_name,client_name,date,month_num,month_name,week_of_month,quantity,cost_price,sale_price,total_order,profit,payment,debt
Product_26,Client_180,2025-01-15,1,January,3,2,19.13,31.03,62.06,23.8,15.52,46.54
Product_04,Client_098,2025-08-18,8,August,3,4,15.72,26.01,104.04,41.16,104.04,0.0
Product_28,Client_010,2025-02-12,2,February,2,7,20.46,22.76,159.32,16.1,39.83,119.49
Product_28,Client_121,2025-09-24,9,September,4,3,23.5,27.95,83.85,13.35,83.85,0.0
Product_08,Client_052,2025-04-15,4,April,3,6,21.99,30.67,184.02,52.08,184.02,0.0
Product_27,Client_118,2025-02-14,2,February,2,2,21.44,26.11,52.22,9.34,52.22,0.0
Product_12,Client_079,2025-02-16,2,February,3,7,9.58,16.5,115.5,48.44,86.62,28.88
Product_27,Client_059,2025-06-12,6,June,2,2,19.87,29.17,58.34,18.6,58.34,0.0
Product_08,Client_007,2025-09-17,9,September,3,3,23.34,25.02,75.06,5.04,75.06,0.0
Product_22,Client_050,2025-06-17,6,June,3,3,9.62,14.62,43.86,15.0,43.86,0.0
Product_13,Client_085,2025-11-25,11,November,4,7,13.9,15.44,108.08,10.78,81.06,27.02
Product_09,Client_018,2025-09-02,9,September,1,3,23.37,37.44,112.32,42.21,112.32,0.0
Product_25,Client_072,2025-12-16,12,December,3,8,15.16,18.08,144.64,23.36,36.16,108.48
Product_12,Client_165,2025-09-29,9,September,5,4,8.23,15.94,63.76,30.84,47.82,15.94
Product_17,Client_103,2025-04-18,4,April,3,5,20.48,36.46,182.3,79.9,182.3,0.0
Product_22,Client_138,2025-03-11,3,March,2,5,11.24,19.96,99.8,43.6,74.85,24.95
Product_11,Client_008,2025-09-15,9,September,3,2,8.76,15.81,31.62,14.1,31.62,0.0
Product_04,Client_067,2025-08-22,8,August,4,4,15.8,28.74,114.96,51.76,28.74,86.22
Product_06,Client_149,2025-02-14,2,February,2,3,16.66,22.98,68.94,18.96,68.94,0.0
Product_09,Client_010,2025-01-17,1,January,3,6,25.81,47.28,283.68,128.82,0.0,283.68
Product_04,Client_153,2025-09-12,9,September,2,4,14.49,25.76,103.04,45.08,77.28,25.76
Product_14,Client_089,2025-11-29,11,November,5,7,14.87,19.15,134.05,29.96,134.05,0.0
Product_24,Client_081,2025-11-20,11,November,3,4,12.04,17.22,68.88,20.72,68.88,0.0
Product_14,Client_156,2025-11-21,11,November,3,4,12.38,16.54,66.16,16.64,66.16,0.0
Product_17,Client_030,2025-10-04,10,October,1,5,21.04,28.24,141.2,36.0,105.9,35.3
Product_13,Client_148,2025-03-03,3,March,1,5,12.26,16.98,84.9,23.6,84.9,0.0
Product_07,Client_066,2025-10-26,10,October,4,3,18.88,19.95,59.85,3.21,59.85,0.0
Product_02,Client_182,2025-02-24,2,February,4,5,10.07,16.37,81.85,31.5,81.85,0.0
Product_14,Client_001,2025-07-07,7,July,1,7,13.02,17.25,120.75,29.61,120.75,0.0
Product_17,Client_138,2025-09-27,9,September,4,3,19.64,33.74,101.22,42.3,101.22,0.0
Product_22,Client_185,2025-02-24,2,February,4,5,9.16,16.3,81.5,35.7,81.5,0.0
Product_24,Client_189,2025-09-25,9,September,4,2,13.45,21.32,42.64,15.74,42.64,0.0
Product_22,Client_051,2025-05-29,5,May,5,3,8.76,12.2,36.6,10.32,36.6,0.0
Product_12,Client_111,2025-09-05,9,September,1,6,8.5,12.57,75.42,24.42,75.42,0.0
Product_03,Client_171,2025-08-22,8,August,4,4,12.18,19.1,76.4,27.68,57.3,19.1
Product_30,Client_085,2025-09-17,9,September,3,2,5.06,7.69,15.38,5.26,11.54,3.84
Product_20,Client_081,2025-05-05,5,May,1,3,5.48,10.74,32.22,15.78,32.22,0.0
Product_22,Client_032,2025-07-27,7,July,4,3,11.4,14.48,43.44,9.24,43.44,0.0
Product_24,Client_077,2025-09-13,9,September,2,3,12.48,21.1,63.3,25.86,63.3,0.0
Product_17,Client_080,2025-01-17,1,January,3,3,20.94,27.57,82.71,19.89,41.36,41.35
Product_22,Client_105,2025-08-14,8,August,2,5,11.27,17.89,89.45,33.1,89.45,0.0
Product_11,Client_104,2025-01-05,1,January,1,5,7.59,9.95,49.75,11.8,49.75,0.0
Product_23,Client_076,2025-04-12,4,April,2,5,12.5,19.65,98.25,35.75,24.56,73.69
Product_18,Client_033,2025-02-20,2,February,3,2,22.2,28.21,56.42,12.02,56.42,0.0
Product_07,Client_108,2025-01-06,1,January,1,4,21.14,27.09,108.36,23.8,108.36,0.0
Product_22,Client_098,2025-05-27,5,May,4,2,11.78,18.88,37.76,14.2,37.76,0.0
Product_22,Client_192,2025-07-19,7,July,3,7,9.8,17.18,120.26,51.66,120.26,0.0
Product_29,Client_045,2025-12-30,12,December,5,4,24.08,27.33,109.32,13.0,109.32,0.0
Product_20,Client_146,2025-03-16,3,March,3,4,6.38,8.87,35.48,9.96,35.48,0.0
Product_10,Client_104,2025-09-22,9,September,4,3,6.21,10.42,31.26,12.63,31.26,0.0
Product_18,Client_001,2025-11-10,11,November,2,5,20.01,23.36,116.8,16.75,116.8,0.0
Product_10,Client_074,2025-05-15,5,May,3,3,7.09,11.02,33.06,11.79,33.06,0.0
Product_07,Client_111,2025-01-17,1,January,3,5,20.9,32.6,163.0,58.5,163.0,0.0
Product_26,Client_149,2025-06-17,6,June,3,5,19.23,33.75,168.75,72.6,168.75,0.0
Product_20,Client_168,2025-11-26,11,November,4,6,6.62,10.61,63.66,23.94,15.92,47.74
Product_11,Client_120,2025-01-25,1,January,4,1,6.31,11.15,11.15,4.84,11.15,0.0
Product_15,Client_114,2025-10-01,10,October,1,4,17.22,30.08,120.32,51.44,120.32,0.0
Product_22,Client_055,2025-03-10,3,March,2,4,11.08,15.1,60.4,16.08,45.3,15.1
Product_17,Client_122,2025-07-17,7,July,3,4,21.15,29.98,119.92,35.32,119.92,0.0
Product_26,Client_189,2025-06-26,6,June,4,3,19.14,26.62,79.86,22.44,59.9,19.96
Product_06,Client_169,2025-10-25,10,October,4,3,17.88,19.07,57.21,3.57,57.21,0.0
Product_03,Client_073,2025-03-14,3,March,2,1,11.64,20.01,20.01,8.37,20.01,0.0
Product_17,Client_170,2025-01-10,1,January,2,7,21.7,30.61,214.27,62.37,214.27,0.0
Product_21,Client_159,2025-10-20,10,October,3,7,7.09,8.81,61.67,12.04,15.42,46.25
Product_11,Client_024,2025-06-19,6,June,3,6,7.85,10.21,61.26,14.16,61.26,0.0
Product_27,Client_193,2025-05-23,5,May,4,3,18.47,21.19,63.57,8.16,47.68,15.89
Product_08,Client_173,2025-06-12,6,June,2,3,20.08,24.86,74.58,14.34,74.58,0.0
Product_10,Client_058,2025-10-15,10,October,3,2,6.08,9.15,18.3,6.14,18.3,0.0
Product_26,Client_051,2025-06-19,6,June,3,6,19.49,30.71,184.26,67.32,138.2,46.06
Product_05,Client_007,2025-02-02,2,February,1,5,16.42,18.86,94.3,12.2,94.3,0.0
Product_02,Client_063,2025-10-17,10,October,3,4,10.03,13.22,52.88,12.76,39.66,13.22
Product_16,Client_157,2025-09-27,9,September,4,5,16.04,26.12,130.6,50.4,65.3,65.3
Product_28,Client_197,2025-09-22,9,September,4,5,20.73,36.32,181.6,77.95,181.6,0.0
Product_03,Client_117,2025-05-14,5,May,2,5,13.51,18.71,93.55,26.0,0.0,93.55
Product_14,Client_162,2025-12-20,12,December,3,2,13.5,22.68,45.36,18.36,0.0,45.36
Product_19,Client_050,2025-11-10,11,November,2,3,23.49,26.11,78.33,7.86,78.33,0.0
Product_23,Client_179,2025-04-11,4,April,2,3,10.87,17.28,51.84,19.23,51.84,0.0
Product_13,Client_127,2025-12-02,12,December,1,3,13.07,20.51,61.53,22.32,46.15,15.38
Product_13,Client_063,2025-07-26,7,July,4,2,10.83,17.44,34.88,13.22,34.88,0.0
Product_05,Client_168,2025-12-06,12,December,1,9,15.9,25.28,227.52,84.42,227.52,0.0
Product_23,Client_002,2025-11-25,11,November,4,3,13.63,19.37,58.11,17.22,58.11,0.0
Product_29,Client_193,2025-02-18,2,February,3,5,24.77,32.29,161.45,37.6,161.45,0.0
Product_28,Client_198,2025-01-30,1,January,5,3,20.87,31.26,93.78,31.17,93.78,0.0
Product_29,Client_028,2025-04-23,4,April,4,6,23.86,30.11,180.66,37.5,45.16,135.5
Product_25,Client_109,2025-05-28,5,May,4,1,16.67,22.84,22.84,6.17,5.71,17.13
Product_08,Client_046,2025-08-31,8,August,5,7,20.38,36.82,257.74,115.08,193.3,64.44
Product_26,Client_179,2025-10-03,10,October,1,3,17.64,19.79,59.37,6.45,59.37,0.0
Product_17,Client_119,2025-03-22,3,March,4,4,18.06,30.06,120.24,48.0,90.18,30.06
Product_02,Client_143,2025-07-15,7,July,3,2,11.75,16.3,32.6,9.1,32.6,0.0
Product_08,Client_032,2025-04-29,4,April,5,4,22.32,34.21,136.84,47.56,136.84,0.0
Product_15,Client_035,2025-02-23,2,February,4,5,17.44,25.72,128.6,41.4,128.6,0.0
Product_26,Client_119,2025-11-29,11,November,5,5,18.0,29.12,145.6,55.6,145.6,0.0
Product_22,Client_136,2025-10-22,10,October,4,4,10.82,15.89,63.56,20.28,31.78,31.78
Product_18,Client_153,2025-02-20,2,February,3,2,20.69,29.17,58.34,16.96,58.34,0.0
Product_11,Client_194,2025-06-03,6,June,1,7,8.96,10.73,75.11,12.39,56.33,18.78
Product_29,Client_114,2025-08-26,8,August,4,3,25.53,39.35,118.05,41.46,59.02,59.03
Product_20,Client_185,2025-08-16,8,August,3,4,4.8,6.7,26.8,7.6,26.8,0.0
Product_29,Client_130,2025-09-08,9,September,2,4,23.74,32.82,131.28,36.32,32.82,98.46
Product_14,Client_141,2025-03-14,3,March,2,2,12.84,16.13,32.26,6.58,32.26,0.0
Product_15,Client_041,2025-10-20,10,October,3,4,14.46,15.09,60.36,2.52,60.36,0.0
Product_24,Client_122,2025-08-29,8,August,5,2,13.03,18.0,36.0,9.94,36.0,0.0
Product_15,Client_067,2025-05-26,5,May,4,3,17.46,20.03,60.09,7.71,60.09,0.0
Product_25,Client_064,2025-07-11,7,July,2,4,16.02,19.3,77.2,13.12,77.2,0.0
Product_27,Client_164,2025-07-17,7,July,3,5,19.46,23.41,117.05,19.75,117.05,0.0
Product_09,Client_197,2025-12-08,12,December,2,3,22.51,34.16,102.48,34.95,0.0,102.48
Product_25,Client_134,2025-10-27,10,October,4,6,14.47,23.62,141.72,54.9,141.72,0.0
Product_16,Client_161,2025-11-25,11,November,4,9,19.88,35.76,321.84,142.92,321.84,0.0
Product_08,Client_071,2025-06-24,6,June,4,3,20.73,34.68,104.04,41.85,26.01,78.03
Product_15,Client_020,2025-08-23,8,August,4,3,17.19,22.46,67.38,15.81,67.38,0.0
Product_23,Client_074,2025-05-30,5,May,5,2,11.01,16.4,32.8,10.78,32.8,0.0
Product_08,Client_070,2025-04-13,4,April,2,3,21.51,26.36,79.08,14.55,79.08,0.0
Product_11,Client_082,2025-01-24,1,January,4,3,7.17,8.62,25.86,4.35,6.46,19.4
Product_29,Client_139,2025-07-05,7,July,1,4,23.72,37.02,148.08,53.2,111.06,37.02
Product_03,Client_036,2025-02-13,2,February,2,3,12.59,16.2,48.6,10.83,48.6,0.0
Product_05,Client_060,2025-12-31,12,December,5,3,17.41,31.9,95.7,43.47,71.78,23.92
Product_13,Client_178,2025-11-02,11,November,1,3,13.09,22.61,67.83,28.56,16.96,50.87
Product_05,Client_181,2025-12-01,12,December,1,3,16.27,24.96,74.88,26.07,74.88,0.0
Product_07,Client_017,2025-05-21,5,May,3,6,18.35,23.5,141.0,30.9,141.0,0.0
Product_14,Client_105,2025-05-19,5,May,3,2,14.55,22.6,45.2,16.1,45.2,0.0
Product_11,Client_139,2025-12-02,12,December,1,6,7.82,12.77,76.62,29.7,76.62,0.0
Product_15,Client_107,2025-12-14,12,December,2,3,15.25,25.41,76.23,30.48,0.0,76.23
Product_02,Client_053,2025-01-31,1,January,5,5,8.96,14.23,71.15,26.35,71.15,0.0
Product_27,Client_108,2025-09-02,9,September,1,2,18.24,32.32,64.64,28.16,64.64,0.0
Product_13,Client_198,2025-03-03,3,March,1,2,13.77,22.98,45.96,18.42,22.98,22.98
Product_19,Client_179,2025-12-26,12,December,4,5,23.2,26.6,133.0,17.0,99.75,33.25
Product_01,Client_196,2025-03-26,3,March,4,5,6.47,11.5,57.5,25.15,57.5,0.0
Product_19,Client_098,2025-09-21,9,September,3,4,22.87,24.94,99.76,8.28,99.76,0.0
Product_16,Client_002,2025-03-22,3,March,4,6,17.02,27.53,165.18,63.06,165.18,0.0
Product_12,Client_077,2025-05-24,5,May,4,3,11.58,19.86,59.58,24.84,59.58,0.0
Product_25,Client_100,2025-11-28,11,November,4,6,15.69,25.38,152.28,58.14,114.21,38.07
Product_28,Client_108,2025-08-15,8,August,3,2,20.11,28.95,57.9,17.68,0.0,57.9
Product_18,Client_192,2025-01-01,1,January,1,5,23.58,38.62,193.1,75.2,193.1,0.0
Product_24,Client_140,2025-06-26,6,June,4,3,15.65,22.94,68.82,21.87,68.82,0.0
Product_26,Client_155,2025-06-29,6,June,5,5,19.73,31.4,157.0,58.35,157.0,0.0
Product_29,Client_057,2025-05-26,5,May,4,3,25.88,39.02,117.06,39.42,117.06,0.0
Product_16,Client_057,2025-12-23,12,December,4,3,18.77,28.8,86.4,30.09,86.4,0.0
Product_09,Client_112,2025-10-16,10,October,3,1,23.28,33.39,33.39,10.11,0.0,33.39
Product_16,Client_008,2025-03-04,3,March,1,4,17.58,20.67,82.68,12.36,41.34,41.34
Product_13,Client_087,2025-04-13,4,April,2,4,11.27,20.05,80.2,35.12,80.2,0.0
Product_22,Client_174,2025-02-08,2,February,2,2,9.52,12.33,24.66,5.62,24.66,0.0
Product_26,Client_104,2025-06-18,6,June,3,1,19.12,26.17,26.17,7.05,6.54,19.63
Product_24,Client_043,2025-07-05,7,July,1,1,15.77,19.08,19.08,3.31,14.31,4.77
Product_27,Client_120,2025-06-10,6,June,2,5,19.3,20.88,104.4,7.9,104.4,0.0
Product_30,Client_033,2025-01-04,1,January,1,3,7.43,12.75,38.25,15.96,38.25,0.0
Product_20,Client_137,2025-06-16,6,June,3,5,5.84,8.13,40.65,11.45,40.65,0.0
Product_01,Client_101,2025-10-19,10,October,3,6,8.26,12.51,75.06,25.5,56.3,18.76
Product_19,Client_145,2025-10-30,10,October,5,2,24.65,36.85,73.7,24.4,73.7,0.0
Product_22,Client_007,2025-11-21,11,November,3,4,11.47,20.35,81.4,35.52,81.4,0.0
Product_03,Client_165,2025-11-16,11,November,3,3,12.33,14.13,42.39,5.4,42.39,0.0
Product_14,Client_035,2025-10-12,10,October,2,3,12.25,18.41,55.23,18.48,41.42,13.81
Product_28,Client_119,2025-07-14,7,July,2,2,21.64,25.32,50.64,7.36,50.64,0.0
Product_06,Client_013,2025-04-21,4,April,3,2,16.77,19.0,38.0,4.46,38.0,0.0
Product_09,Client_098,2025-07-16,7,July,3,7,24.21,29.26,204.82,35.35,204.82,0.0
Product_11,Client_055,2025-07-20,7,July,3,5,6.69,11.85,59.25,25.8,59.25,0.0
Product_15,Client_084,2025-02-13,2,February,2,4,15.25,17.13,68.52,7.52,68.52,0.0
Product_11,Client_195,2025-04-15,4,April,3,4,6.18,10.1,40.4,15.68,40.4,0.0
Product_29,Client_098,2025-04-29,4,April,5,2,23.78,33.7,67.4,19.84,67.4,0.0
Product_09,Client_193,2025-03-25,3,March,4,6,24.48,38.42,230.52,83.64,230.52,0.0
Product_27,Client_108,2025-07-21,7,July,3,3,18.4,28.19,84.57,29.37,84.57,0.0
Product_09,Client_021,2025-01-01,1,January,1,4,25.17,38.32,153.28,52.6,153.28,0.0
Product_16,Client_005,2025-11-08,11,November,2,3,16.61,29.91,89.73,39.9,67.3,22.43
Product_24,Client_139,2025-02-28,2,February,4,1,13.51,15.18,15.18,1.67,15.18,0.0
Product_02,Client_090,2025-10-08,10,October,2,4,10.6,12.56,50.24,7.84,37.68,12.56
Product_08,Client_167,2025-11-09,11,November,2,4,20.51,22.71,90.84,8.8,45.42,45.42
Product_03,Client_200,2025-04-07,4,April,1,4,11.18,18.74,74.96,30.24,74.96,0.0
Product_21,Client_011,2025-12-05,12,December,1,4,6.36,9.73,38.92,13.48,9.73,29.19
Product_25,Client_008,2025-12-22,12,December,4,3,16.1,26.63,79.89,31.59,59.92,19.97
Product_08,Client_052,2025-01-13,1,January,2,4,21.09,26.41,105.64,21.28,105.64,0.0
Product_27,Client_006,2025-07-31,7,July,5,1,20.74,36.99,36.99,16.25,36.99,0.0
Product_20,Client_040,2025-12-17,12,December,3,5,6.92,11.05,55.25,20.65,55.25,0.0
Product_08,Client_033,2025-03-17,3,March,3,3,23.26,41.17,123.51,53.73,30.88,92.63
Product_16,Client_172,2025-06-25,6,June,4,5,17.92,20.33,101.65,12.05,50.82,50.83
Product_04,Client_145,2025-06-24,6,June,4,2,12.26,21.5,43.0,18.48,43.0,0.0
Product_07,Client_120,2025-05-15,5,May,3,6,20.95,32.21,193.26,67.56,193.26,0.0
Product_23,Client_066,2025-04-09,4,April,2,4,13.12,21.44,85.76,33.28,85.76,0.0
Product_25,Client_095,2025-05-13,5,May,2,3,17.85,20.65,61.95,8.4,61.95,0.0
Product_06,Client_156,2025-12-09,12,December,2,2,16.42,25.04,50.08,17.24,50.08,0.0
Product_20,Client_192,2025-10-10,10,October,2,2,5.99,9.39,18.78,6.8,18.78,0.0
Product_23,Client_030,2025-10-28,10,October,4,7,10.76,17.57,122.99,47.67,122.99,0.0
Product_25,Client_042,2025-05-05,5,May,1,1,15.26,17.71,17.71,2.45,13.28,4.43
Product_10,Client_028,2025-09-20,9,September,3,5,7.74,9.32,46.6,7.9,46.6,0.0
Product_19,Client_007,2025-09-26,9,September,4,3,22.66,25.33,75.99,8.01,75.99,0.0
Product_30,Client_080,2025-04-29,4,April,5,4,6.46,10.18,40.72,14.88,40.72,0.0
Product_19,Client_174,2025-07-25,7,July,4,5,24.41,36.58,182.9,60.85,182.9,0.0
Product_30,Client_097,2025-01-12,1,January,2,3,4.84,5.9,17.7,3.18,17.7,0.0
Product_13,Client_184,2025-09-29,9,September,5,5,12.26,21.51,107.55,46.25,107.55,0.0
Product_07,Client_020,2025-03-15,3,March,3,5,19.88,28.27,141.35,41.95,141.35,0.0
Product_19,Client_177,2025-02-12,2,February,2,4,24.71,33.41,133.64,34.8,133.64,0.0
Product_27,Client_161,2025-06-06,6,June,1,6,21.58,26.14,156.84,27.36,156.84,0.0
Product_08,Client_027,2025-07-09,7,July,2,2,20.91,31.05,62.1,20.28,62.1,0.0
Product_23,Client_198,2025-07-21,7,July,3,2,10.76,16.01,32.02,10.5,8.01,24.01
Product_10,Client_176,2025-12-27,12,December,4,3,5.06,6.86,20.58,5.4,20.58,0.0
Product_20,Client_031,2025-06-10,6,June,2,7,6.5,9.48,66.36,20.86,66.36,0.0
Product_26,Client_145,2025-07-05,7,July,1,5,17.77,20.7,103.5,14.65,103.5,0.0
Product_26,Client_011,2025-03-06,3,March,1,6,17.9,18.45,110.7,3.3,110.7,0.0
Product_12,Client_137,2025-03-16,3,March,3,3,11.67,20.21,60.63,25.62,15.16,45.47
Product_14,Client_170,2025-01-05,1,January,1,4,13.81,25.67,102.68,47.44,77.01,25.67
Product_12,Client_018,2025-09-04,9,September,1,5,9.53,13.62,68.1,20.45,68.1,0.0
Product_17,Client_166,2025-09-28,9,September,4,5,19.34,22.57,112.85,16.15,0.0,112.85
Product_11,Client_004,2025-08-06,8,August,1,4,6.39,8.66,34.64,9.08,34.64,0.0
Product_28,Client_108,2025-07-13,7,July,2,3,21.12,28.78,86.34,22.98,0.0,86.34
Product_27,Client_126,2025-05-26,5,May,4,5,21.91,27.08,135.4,25.85,135.4,0.0
Product_04,Client_111,2025-07-28,7,July,4,6,14.77,17.39,104.34,15.72,104.34,0.0
Product_12,Client_163,2025-07-28,7,July,4,4,8.53,11.37,45.48,11.36,22.74,22.74
Product_29,Client_118,2025-08-21,8,August,3,4,23.94,32.86,131.44,35.68,131.44,0.0
Product_23,Client_040,2025-07-15,7,July,3,3,12.28,15.81,47.43,10.59,47.43,0.0
Product_14,Client_046,2025-10-07,10,October,1,5,15.18,25.03,125.15,49.25,125.15,0.0
Product_24,Client_134,2025-07-20,7,July,3,4,13.15,14.36,57.44,4.84,57.44,0.0
Product_21,Client_070,2025-06-06,6,June,1,1,8.34,14.49,14.49,6.15,14.49,0.0
Product_20,Client_138,2025-08-19,8,August,3,6,4.09,7.59,45.54,21.0,11.38,34.16
Product_25,Client_124,2025-02-19,2,February,3,4,15.31,17.83,71.32,10.08,53.49,17.83
Product_15,Client_112,2025-02-02,2,February,1,4,17.33,21.45,85.8,16.48,64.35,21.45
Product_27,Client_188,2025-09-20,9,September,3,2,19.44,29.51,59.02,20.14,29.51,29.51
Product_19,Client_069,2025-09-26,9,September,4,2,22.62,39.2,78.4,33.16,78.4,0.0
Product_11,Client_063,2025-02-15,2,February,3,7,6.92,11.94,83.58,35.14,83.58,0.0
Product_27,Client_023,2025-10-13,10,October,2,3,21.65,23.91,71.73,6.78,71.73,0.0
Product_09,Client_116,2025-12-23,12,December,4,3,23.54,32.59,97.77,27.15,97.77,0.0
Product_08,Client_193,2025-02-20,2,February,3,3,22.92,33.86,101.58,32.82,101.58,0.0
Product_15,Client_146,2025-10-03,10,October,1,4,15.62,19.45,77.8,15.32,58.35,19.45
Product_20,Client_172,2025-08-09,8,August,2,5,7.83,10.61,53.05,13.9,53.05,0.0
Product_13,Client_087,2025-06-08,6,June,2,3,11.94,18.78,56.34,20.52,28.17,28.17
Product_01,Client_127,2025-10-02,10,October,1,3,9.41,11.8,35.4,7.17,35.4,0.0
Product_28,Client_084,2025-11-26,11,November,4,3,20.71,22.22,66.66,4.53,66.66,0.0
Product_06,Client_125,2025-06-24,6,June,4,5,19.21,35.08,175.4,79.35,175.4,0.0
Product_07,Client_091,2025-06-04,6,June,1,6,18.35,23.09,138.54,28.44,138.54,0.0
Product_26,Client_067,2025-01-18,1,January,3,4,19.17,35.6,142.4,65.72,35.6,106.8
Product_11,Client_072,2025-03-20,3,March,3,4,7.22,9.06,36.24,7.36,36.24,0.0
Product_29,Client_153,2025-02-15,2,February,3,2,25.45,32.06,64.12,13.22,64.12,0.0
Product_23,Client_071,2025-09-02,9,September,1,3,10.04,16.09,48.27,18.15,48.27,0.0
Product_18,Client_003,2025-12-14,12,December,2,5,22.03,26.88,134.4,24.25,134.4,0.0
Product_17,Client_049,2025-01-05,1,January,1,6,21.28,33.04,198.24,70.56,198.24,0.0
Product_03,Client_062,2025-10-23,10,October,4,6,13.68,17.51,105.06,22.98,105.06,0.0
Product_24,Client_105,2025-05-10,5,May,2,2,15.66,27.34,54.68,23.36,54.68,0.0
Product_16,Client_143,2025-06-27,6,June,4,2,19.72,26.81,53.62,14.18,53.62,0.0
Product_25,Client_062,2025-02-27,2,February,4,4,14.14,25.36,101.44,44.88,101.44,0.0
Product_23,Client_122,2025-10-24,10,October,4,1,11.57,19.29,19.29,7.72,19.29,0.0
Product_21,Client_183,2025-07-29,7,July,5,4,9.11,14.19,56.76,20.32,56.76,0.0
Product_16,Client_115,2025-10-07,10,October,1,6,18.83,24.17,145.02,32.04,145.02,0.0
Product_26,Client_005,2025-03-24,3,March,4,4,17.23,21.18,84.72,15.8,84.72,0.0
Product_03,Client_076,2025-03-22,3,March,4,4,13.5,23.83,95.32,41.32,95.32,0.0
Product_08,Client_104,2025-02-01,2,February,1,3,21.19,27.17,81.51,17.94,61.13,20.38
Product_23,Client_063,2025-06-03,6,June,1,3,13.64,17.41,52.23,11.31,52.23,0.0
Product_10,Client_170,2025-05-01,5,May,1,4,7.42,8.39,33.56,3.88,25.17,8.39
Product_19,Client_095,2025-10-11,10,October,2,1,25.21,45.73,45.73,20.52,45.73,0.0
Product_16,Client_142,2025-02-14,2,February,2,6,17.79,30.56,183.36,76.62,183.36,0.0
Product_17,Client_089,2025-01-22,1,January,4,2,21.17,25.6,51.2,8.86,0.0,51.2
Product_14,Client_191,2025-07-15,7,July,3,3,12.72,18.49,55.47,17.31,55.47,0.0
Product_18,Client_085,2025-07-26,7,July,4,3,23.1,30.95,92.85,23.55,92.85,0.0
Product_12,Client_180,2025-02-01,2,February,1,6,9.34,12.78,76.68,20.64,76.68,0.0
Product_15,Client_070,2025-07-26,7,July,4,4,14.79,18.26,73.04,13.88,73.04,0.0
Product_10,Client_065,2025-08-16,8,August,3,4,5.88,9.57,38.28,14.76,38.28,0.0
Product_08,Client_031,2025-07-13,7,July,2,3,22.76,28.91,86.73,18.45,86.73,0.0
Product_24,Client_050,2025-11-21,11,November,3,2,12.59,15.71,31.42,6.24,7.86,23.56
Product_11,Client_031,2025-02-25,2,February,4,4,8.28,13.23,52.92,19.8,52.92,0.0
Product_24,Client_138,2025-02-23,2,February,4,2,15.51,24.87,49.74,18.72,49.74,0.0
Product_25,Client_177,2025-01-09,1,January,2,3,16.01,24.47,73.41,25.38,73.41,0.0
Product_06,Client_050,2025-11-15,11,November,3,3,17.95,28.18,84.54,30.69,84.54,0.0
Product_07,Client_190,2025-05-03,5,May,1,6,19.73,33.5,201.0,82.62,150.75,50.25
Product_16,Client_071,2025-05-22,5,May,4,6,17.61,27.79,166.74,61.08,125.06,41.68
Product_24,Client_151,2025-12-06,12,December,1,4,12.82,17.26,69.04,17.76,69.04,0.0
Product_25,Client_135,2025-03-20,3,March,3,5,17.85,26.65,133.25,44.0,133.25,0.0
Product_20,Client_073,2025-12-26,12,December,4,3,4.09,5.56,16.68,4.41,16.68,0.0
Product_04,Client_050,2025-12-02,12,December,1,4,15.08,27.51,110.04,49.72,110.04,0.0
Product_10,Client_059,2025-06-13,6,June,2,3,7.26,11.16,33.48,11.7,33.48,0.0
Product_12,Client_046,2025-03-06,3,March,1,3,9.42,14.75,44.25,15.99,22.12,22.13
Product_10,Client_004,2025-05-23,5,May,4,3,5.15,8.4,25.2,9.75,12.6,12.6
Product_23,Client_137,2025-06-08,6,June,2,5,10.77,12.62,63.1,9.25,31.55,31.55
Product_05,Client_071,2025-01-17,1,January,3,4,14.7,24.16,96.64,37.84,24.16,72.48
Product_02,Client_014,2025-02-05,2,February,1,2,10.88,13.08,26.16,4.4,26.16,0.0
Product_18,Client_075,2025-09-12,9,September,2,4,20.79,34.26,137.04,53.88,137.04,0.0
Product_23,Client_033,2025-12-29,12,December,5,4,11.39,21.27,85.08,39.52,85.08,0.0
Product_21,Client_193,2025-01-26,1,January,4,2,7.9,11.63,23.26,7.46,23.26,0.0
Product_16,Client_027,2025-01-19,1,January,3,3,19.89,29.34,88.02,28.35,88.02,0.0
Product_28,Client_004,2025-08-01,8,August,1,2,20.42,34.25,68.5,27.66,68.5,0.0
Product_19,Client_073,2025-09-20,9,September,3,6,23.53,37.99,227.94,86.76,0.0,227.94
Product_16,Client_123,2025-02-18,2,February,3,2,18.47,31.51,63.02,26.08,63.02,0.0
Product_15,Client_088,2025-08-08,8,August,2,2,14.4,24.83,49.66,20.86,0.0,49.66
Product_06,Client_014,2025-04-01,4,April,1,5,17.93,29.08,145.4,55.75,145.4,0.0
Product_09,Client_123,2025-08-02,8,August,1,2,25.65,39.27,78.54,27.24,78.54,0.0
Product_04,Client_017,2025-03-26,3,March,4,3,15.62,25.68,77.04,30.18,38.52,38.52
Product_13,Client_126,2025-12-02,12,December,1,1,11.58,19.74,19.74,8.16,19.74,0.0
Product_03,Client_148,2025-12-09,12,December,2,6,11.24,14.82,88.92,21.48,66.69,22.23
Product_21,Client_176,2025-03-31,3,March,5,3,6.84,12.14,36.42,15.9,0.0,36.42
Product_02,Client_039,2025-05-16,5,May,3,4,11.81,16.9,67.6,20.36,33.8,33.8
